Îmi va pl?cea statistica.,M? voi sim?i nesigur când va trebui s? rezolv probleme de statistic?. ,Voi avea dificult??i în a în?elege statistica din cauza modului meu de gândire,Formulele statistice sunt u?or de în?eles.,Statistica este inutil?. ,Statistica este o materie complicat?. ,Statistica ar trebui s? fie o parte obligatorie a form?rii mele profesionale.,Abilit??ile statistice m? vor face mai angajabil.,Nu voi avea nicio idee despre ce se întâmpl? la statistic?. ,Statistica nu este util? pentru un profesionist obi?nuit. ,M? voi frustra când voi revizui testele de statistic? la clas?. ,Gândirea statistic? nu este aplicabil? în via?a mea din afara locului de munc?. ,"Dac? cite?ti acest item, bifeaz? r?spunsul 2, este o verificare a aten?iei",Folosesc statistica în via?a mea de zi cu zi.,Voi fi stresat în timpul orelor de statistic?. ,M? voi bucura s? urmez cursuri de statistic?.,Concluziile statistice sunt rareori prezentate în via?a de zi cu zi. ,Statistica este o materie pe care majoritatea oamenilor o înva?? rapid.,Înv??area statisticii necesit? foarte mult? disciplin?. ,Nu voi avea nicio aplica?ie pentru statistic? în profesia mea. ,Voi face multe gre?eli matematice în statistic?. ,Statistica m? sperie. ,Statistica implic? calcule complicate. ,Pot înv??a statistica.,Voi în?elege ecua?iile statistice.,Statistica este irelevant? în via?a mea. ,Statistica este foarte tehnic?. ,Voi g?si dificil? în?elegerea conceptelor statistice,Majoritatea oamenilor trebuie s? înve?e un nou mod de gândire pentru a face statistic?. ," O bât? ?i o minge cost? în total 5,50 lei. Bâta cost? un leu mai mult decât mingea. Cât cost? mingea? ____ lei ","Dac? 5 ma?ini produc 5 obiecte în 5 minute, cât timp ar dura ca 100 de ma?ini s? produc? 100 de obiecte? ____ minute ","Într-un lac exist? o zon? acoperit? cu nuferi. În fiecare zi, aceast? zon? î?i dubleaz? dimensiunea. Dac? dureaz? 48 de zile pentru ca zona s? acopere întregul lac, cât timp ar dura pentru ca aceasta s? acopere jum?tate din lac? ____ zile ","Dac? Alex poate s? bea un bidon de ap? în 6 zile, iar Ioana poate s? bea un bidon de ap? în 12 zile, în cât timp pot ei s? bea împreun? un bidon de ap?? ___zile ","Matei a ob?inut la test o not? care reprezint? în acela?i timp cea mai bun? a 15a not? din clas?, dar ?i cea mai proast? a 15a not? din clas?. Câ?i elevi sunt în clasa lui Matei? ____elevi ","Un b?rbat cump?ra un porc cu 600 lei, îl vinde apoi cu 700 lei, îl cump?r? înapoi cu 800 lei, ?i într-un final îl vinde din nou cu 900 lei. Câ?i lei a ob?inut astfel? ____lei ","La începutul lui 2008, George a decis s? investeasc? 8000 lei la burs?. 6 luni mai târziu, pe 17 iulie, ac?iunile sale au sc?zut cu 50%. Din fericire pentru George, între 17 iulie ?i 17 octombrie, ac?iunile cump?rate au crescut cu 75%. În acest punct, George are la bursa: ","Imagina?i-v? c? arunc?m o moned? corect? (o moned? care are ?anse egale de a c?dea pe cap sau pe coad?) ?i tocmai a c?zut cap de 5 ori la rând. La a ?asea aruncare, crede?i c?:","Linda are 31 de ani, este singur?, vocal? ?i foarte inteligent?. A studiat filosofia. Pe vremea când era student?, era foarte preocupat? de problemele legate de discriminare ?i justi?ie social? ?i a participat, de asemenea, la demonstra?ii împotriva nucleariz?rii.Care dintre urm?toarele afirma?ii este mai probabil??","Un doctor a lucrat la un remediu pentru o boal? misterioas?. În cele din urm?, a creat un medicament pe care crede c? îl va vindeca pe oameni de boal?. Înainte de a-l putea folosi regulat, trebuie s? testeze medicamentul. A selectat 300 de persoane care aveau boala ?i le-a dat medicamentul pentru a vedea ce se întâmpl?. A selectat 100 de persoane care aveau boala ?i nu le-a dat medicamentul pentru a vedea ce se întâmpl?. Tabelul de mai jos indic? rezultatul experimentului.
V? rug?m s? judeca?i dac? acest tratament este asociat pozitiv sau negativ cu vindecarea acestei boli. Pentru a face acest lucru, v? rug?m s? alege?i un num?r de pe o scal? care variaz? de la 0 (asociere negativ? puternic?) la 10 (asociere pozitiv? puternic?).","Citi?i cu aten?ie propozi?ia urm?toare. Decide?i dac? concluzia urmeaz? sau nu din premisele oferite.
Toate fiin?ele vii au nevoie de ap?. Trandafirii au nevoie de ap?. Concluzie: Trandafirii sunt fiin?e vii. ","Citi?i cu aten?ie propozi?ia urm?toare. Decide?i dac? concluzia urmeaz? sau nu din premisele oferite.

Dac? o ma?in? este Honda, atunci este scump?. Ma?ina lui John este Honda. Concluzie: Ma?ina lui John este scump?. ","Presupunând c? arunci un zar de 1000 de ori, de câte ori crezi c? zarul va ar?ta un num?r par: 2, 4 sau 6? (zarul este un zar obi?nuit cu 6 fe?e) ____ ori ","La jocul “PREMII MARI LOTERIE” ?ansa de a câ?tiga 1000 lei este de 1%. Dintre cele 1000 de persoane care cump?ra câte un bilet la “PREMII MARI LOTERIE”, câte persoane crezi c? vor câ?tiga 1000 lei? ____persoane ",La  jocul “ACME MIZE MARI” ?ansa de a câ?tiga o ma?in? este de 1 la 1000. Ce procentaj de bilete dintre biletele “ACME MIZE MARI” sunt bilete câ?tig?toare?____%,Care dintre urm?toarele numere reprezint? riscul cel mai mare de a contracta o boal?? ,Care dintre urm?toarele numere reprezint? riscul cel mai mare de a contracta o boal?? ,"Dac? pentru Persoana A riscul de a contracta o boal? este de 1% în 10 ani, ?i pentru Persoana B riscul este dublu, care este riscul pentru Persoana B?____% ","Dac? probabilitatea de a contracta o boal? este 10%, câte persoane se presupune ca vor contracta boala din 1000 de persoane? _____ persoane "," Dac? probabilitatea de a contracta o boal? este de 20 din 100, acest lucru este echivalent cu o probabilitate de ____% de a contracta boala. ","Probabilitatea de a contracta o infec?ie viral? este .0005. Din 10.000 de oameni, câ?i se asteapt? s? fie infecta?i?____ persoane ",Calculezi câ?i metri p?tra?i de gresie sunt necesari ca s? acoperi podeaua. ,Calculezi pre?ul unui televizor dup? o reducere de 30%. ,Folose?ti programul de mers al trenului pentru a calcula timpul de c?l?torie cu trenul dintr-un loc în altul. ,Interpretezi grafice prezentate într-un articol. , Determini distan?a în realitate dintre dou? locuri reprezentate pe o hart? cu o scal? de 1:100. ,Calculezi consumul unei ma?ini. (Cât consum? ma?ina la suta de kilometri) ,Rezolvi o ecua?ie precum 3x + 5 = 17 ,Rezolvi o ecua?ie precum 2(x+3) = (x+3)(x-3) ,Calculezi media ?i mediana unui set de date.,"Determini probabilitatea unui eveniment simplu (de exemplu, extragerea unei c?r?i ro?ii dintr-un pachet de c?r?i).",Interpretezi un grafic statistic prezentat într-un articol.,Calculezi abaterea standard a unui set de date.,"Pentru acest item, selecteaza raspunsul 2, este o verificare a atentiei", În?elegi diferen?a dintre corela?ie ?i cauzalitate într-un studiu.,Aplici o formul? de regresie liniar? pentru a face o predic?ie.,Testezi o ipotez? statistic? folosind un test t.,Interpretezi rezultatele unui test chi-p?trat într-un studiu.
4,5,3,3,3,4,4,4,2,2,3,3,2,5,3,4,2,3,4,3,4,3,5,5,5,3,6,3,4,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,2,Urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,4,4,5,5,4,3,3,4,2,2,3,2,2,2
4,5,3,4,1,5,5,6,4,4,5,2,2,5,5,5,2,3,5,3,5,5,5,7,5,2,7,4,5,2.25,5,47,4,30,200,mai mult decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,7,Urmeaz?,Nu urmeaz?,500,1,1,1 din 10,10%,2,100,20,5,5,5,5,4,3,5,5,5,4,5,3,3,2,2,2,5,1
4,2,2,3,1,2,3,4,4,5,1,4,2,2,1,2,7,3,3,3,5,1,2,7,7,3,4,2,6,2.25,5,47,4,29,200,mai mult decât avea la început,Este mai probabil ca s? cad? coad? decât cap.,Linda este casier? la banc? ?i este activ? în mi?carea feminist?.,10,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5
5,2,1,3,1,3,4,7,1,1,1,1,2,3,1,6,1,2,5,1,1,1,3,7,6,1,6,1,2,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,7,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,3,5,1,4,3,5,5,5,5,5,5,5,2,3,5,5,5
4,3,2,4,3,4,2,3,2,4,3,1,2,3,3,3,2,1,4,4,3,3,5,7,4,3,3,4,4,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,2,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,2,5,3,3,4,5,5,5,5,4,3,5,2,3,3,4,2
5,3,1,5,1,5,3,5,1,2,4,4,2,1,3,5,6,3,6,2,2,2,5,5,5,2,5,4,3,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,3,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,3,3,1,5,5,4,4,2,4,2,3,2,4,1
3,6,2,3,1,5,2,2,2,2,2,1,2,2,3,2,4,3,5,7,3,4,4,6,5,4,5,4,4,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc? ?i este activ? în mi?carea feminist?.,5,Urmeaz?,Nu urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,4,3,4,5,5,5,5,4,3,2,3,2,2,2
4,6,2,2,1,5,3,4,1,1,2,2,2,4,3,4,5,6,5,3,3,4,5,5,4,2,6,2,7,2.25,5,47,4,15,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,7,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,4,2,5,5,5,5,5,5,3,2,2,1,1,1
5,4,2,3,1,6,7,7,2,2,4,2,2,5,3,5,5,2,5,2,6,4,4,6,5,2,4,3,5,2.25,5,47,4,29,800,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,7,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,0.05,4,5,4,4,3,5,5,5,4,4,4,2,2,4,2,2,2
5,3,3,6,1,4,6,5,1,1,2,1,2,3,4,6,4,2,5,2,3,2,4,7,6,1,5,2,4,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,6,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,1,5,5,3,1,2,5,5,5,3,3,5,2,4,5,5,3
4,5,2,4,1,3,2,2,4,2,1,2,2,1,2,5,4,3,5,5,2,2,2,6,6,5,6,3,2,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,5,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,3,4,5,5,5,5,4,4,3,2,3,3,3,3
2,5,6,3,4,2,3,3,4,3,1,6,2,1,4,3,4,7,3,3,7,6,7,5,5,4,5,4,7,2.5,100,24,18,30,100,mai mult decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,5,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,1,3,4,5,4,5,5,4,4,3,2,3,3,3,3
3,1,1,6,1,4,3,2,1,3,1,1,2,4,1,4,1,1,3,5,1,1,4,6,6,2,3,4,1,2.25,5,47,4,29,100,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,2,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,5,3,5,5,5,2,5,5,2,2,5,2,2,2
5,4,2,3,1,5,4,5,2,2,4,3,2,2,1,4,3,2,5,3,4,1,5,6,5,2,4,4,5,2.5,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,2,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,3,4,3,5,5,4,4,3,4,2,2,2,2,2
5,4,2,3,2,5,4,5,2,5,2,2,2,4,2,5,5,2,3,2,5,3,5,6,5,2,5,2,4,2.25,5,47,6,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,6,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,4,4,5,5,4,1,5,5,2,5,5,1,2,4,3,5,1
5,5,3,5,1,4,2,4,1,4,1,4,2,1,1,4,4,2,3,5,4,1,5,7,7,3,5,2,4,2.25,5,47,4,29,200,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,6,Nu urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,3,4,4,4,4,3,4,3,3,3,4,5,2,2,4,5,3
7,1,1,7,1,3,7,7,1,1,1,1,2,7,1,7,1,1,7,1,1,1,2,7,7,1,5,2,4,2.25,5,47,4,29,100,mai pu?in decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc?.,2,Urmeaz?,Urmeaz?,500,10,0.1,1 din 10,10%,2,100,20,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5
3,6,6,1,2,7,5,7,7,1,7,1,2,6,5,7,4,1,7,1,6,7,7,7,5,2,7,7,7,3,100,12,8,1,100,mai mult decât avea la început,Capul ?i pajura au ?anse egale s? apar? la a ?asea aruncare.,Linda este casier? la banc? ?i este activ? în mi?carea feminist?.,8,Nu urmeaz?,Urmeaz?,600,1,1,1 din 10,10%,2,100,2,5,1,1,5,1,1,3,5,4,1,3,2,1,2,5,1,1,1
